,Semilla,Algoritmo,Kilometros,Evaluaciones,Solucion
0,103638323,Simulated_annealing,657.5247745895651,298,[17  7 13  6  8 13  8  9  6 10 10 18  8 13 15 59]
0,103638323,Tabu_search,409.3126711436162,3158,[12  9 13 13 16 15 12  9 10 14 15 21  8 13 19 21]
0,75577695,Random_search,419.698571905094,100,[12 13 14 16 13 14 14 13 13 11 13 19  9 14 16 16]
0,75577695,Local_search,421.7453125567113,782,[10  7 13 12 15 13 12 11 10 14 17 23  8 13 19 23]
0,75577695,Simulated_annealing,719.6971983746898,343,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 15 66]
0,75577695,Tabu_search,398.76739344727196,3177,[14  9 13 14 15 13 12  9 11 14 17 24  8 13 16 18]
0,6374575,Random_search,407.02198343837927,100,[12 12 18 14 15 14 12 11 10 11 16 19 11 14 16 15]
0,6374575,Local_search,421.9123683338051,689,[16  7 13 12 13 13 12  9 11 14 17 22  8 13 16 24]
0,6374575,Simulated_annealing,649.915535221561,382,[16  7 13  6  8 13  8  9  6 10 10 18  8 13 17 58]
0,6374575,Tabu_search,404.5849013438425,3185,[12  7 15 14 20 14  9 16 11 12 12 22 10 13 15 18]
0,45672790,Random_search,412.8582687374047,100,[12  9 14 12 16 16 15 10 10 16 16 19 10 14 16 15]
0,45672790,Local_search,403.56673217680606,369,[12 11 13 14 17 14 12  9 10 14 16 19  8 13 18 20]
0,45672790,Simulated_annealing,687.715914373544,429,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 17 62]
0,45672790,Tabu_search,399.6072950602613,3190,[11 10 13 14 16 14 12 12 11 13 16 20  9 13 16 20]
0,186497346,Random_search,403.85173043149507,100,[10 10 16 13 18 14 16 11 11 14 13 19 10 14 16 15]
0,186497346,Local_search,408.95907261620545,992,[13  8 13 14 16 14 12  9 10 13 16 20  8 13 18 23]
0,186497346,Simulated_annealing,676.9778304021888,393,[13  7 13  6  8 13  8  9  6 10 10 18  8 13 17 61]
0,186497346,Tabu_search,412.90137084251626,3187,[12  9 13 14 16 14 13 14  6 12 13 24  8 13 17 22]
0,168629901,Random_search,412.1524793713806,100,[13 11 17 13 15 14 15 10 12 15 12 19  9 14 16 15]
0,168629901,Local_search,432.2796276776754,392,[12  7 13  9 14 13 12 12 11 21 14 21  8 13 16 24]
0,168629901,Simulated_annealing,700.9768938101406,330,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 15 64]
0,168629901,Tabu_search,419.1035965896088,3193,[15 10 13 12 13 13 13 10 10 19 16 20  9 15 16 16]
0,117177982,Random_search,416.5887206101963,100,[13 11 14 14 17 14 10 10 14 11 14 19 13 14 16 16]
0,117177982,Local_search,421.95891920242445,487,[13  7 13 14 13 13 11 11 10 14 16 20  8 13 19 25]
0,117177982,Simulated_annealing,691.9568621774793,305,[13  7 13  6  8 13  8  9  6 10 10 18  8 13 15 63]
0,117177982,Tabu_search,395.9360465696292,3176,[11 12 13 15 16 13 12 11 11 11 17 22 10 13 16 17]
0,196552947,Random_search,419.96782690093744,100,[12 11 15 14 16 14 10 10 10 13 13 19 18 14 16 15]
0,196552947,Local_search,404.5331664261332,575,[12  9 13 14 14 14 11 12 11 14 17 22  8 13 16 20]
0,196552947,Simulated_annealing,700.9768938101406,386,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 15 64]
0,196552947,Tabu_search,392.41675644864563,3157,[12 12 13 14 16 13 12 10 11 13 17 22  8 13 16 18]
0,149879756,Random_search,418.05987321846095,100,[11 11 14 14 15 14 10 12 11 11 16 19 17 14 16 15]
0,149879756,Local_search,437.1996875559225,917,[11  7 13 11 12 13 11 10 12 15 20 20  8 13 16 28]
0,149879756,Simulated_annealing,710.6216337716162,361,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 15 65]
0,149879756,Tabu_search,399.30231801901556,3178,[13 11 13 14 16 13 12  9 11 12 17 20 10 13 16 20]
0,77016134,Random_search,417.94656302316764,100,[10 10 15 13 15 14 16 10 15 15 14 19  9 14 16 15]
0,77016134,Local_search,408.0613391316891,892,[16  9 13 14 14 13 11  9 11 13 16 21  8 13 16 23]
0,77016134,Simulated_annealing,663.1765146581573,366,[16  7 13  6  8 13  8  9  6 10 10 18  8 13 15 60]
0,77016134,Tabu_search,405.3614688500451,3142,[16  8 13 14 16 13 10  9 11 14 16 21  8 13 16 22]
0,181388906,Random_search,415.0106020648793,100,[13 10 18 14 14 14 12 14 10 14 12 19  9 14 17 16]
0,181388906,Local_search,413.9266740932455,801,[10  7 13 13 16 13 10 12 11 14 17 21  8 13 16 26]
0,181388906,Simulated_annealing,719.6971983746898,369,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 15 66]
0,181388906,Tabu_search,411.7261194543621,3169,[10 10 13 14 15 14 14 12 10 12 16 19 10 15 17 19]
0,19325689,Random_search,415.55872811090006,100,[10 10 14 15 16 14 14 13 10 12 13 19 12 16 16 16]
0,19325689,Local_search,403.71355962080753,434,[14  8 13 14 15 13 11  9 11 14 17 24  8 13 17 19]
0,19325689,Simulated_annealing,665.9021459278576,402,[14  7 13  6  8 13  8  9  6 10 10 18  8 13 17 60]
0,19325689,Tabu_search,400.25925522161265,3188,[14  9 13 14 15 13 12  9 11 13 17 23  8 13 16 20]
0,122450441,Random_search,417.4253522358075,100,[10 12 15 16 17 14 10 12 11 17 11 19 11 14 16 15]
0,122450441,Local_search,418.1323737697219,644,[12  9 13 14 13 13 11  9 14 15 17 20  8 13 16 23]
0,122450441,Simulated_annealing,700.9768938101406,402,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 15 64]
0,122450441,Tabu_search,399.64070764726,3187,[12  9 13 14 17 13 12  9 11 12 17 22  8 13 16 22]
0,31422648,Random_search,411.87006617223454,100,[15 10 15 13 15 15 15 10 10 14 15 19  9 14 16 15]
0,31422648,Local_search,425.04780429132865,782,[13  7 13 14 12 13 11 12 10 14 16 20  8 13 19 25]
0,31422648,Simulated_annealing,691.9568621774793,357,[13  7 13  6  8 13  8  9  6 10 10 18  8 13 15 63]
0,31422648,Tabu_search,413.75544855614845,3187,[13  9 13 14 13 13 12 11 10 12 16 23  8 13 19 21]
0,172355869,Random_search,419.5264443332785,100,[13  9 14 13 15 14 15 12 13 15 13 19  9 15 16 15]
0,172355869,Local_search,409.18257072788435,425,[15  9 13 14 15 14 12  9 10 12 15 22  8 13 18 21]
0,172355869,Simulated_annealing,669.8054932288169,331,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 15 61]
0,172355869,Tabu_search,406.75948890230933,3142,[15 10 14 14 16 14 12  9 10 12 14 21  8 13 18 20]
0,82788182,Random_search,414.6871656300948,100,[ 9 15 14 14 17 15 13 15 11 11 13 19  9 14 16 15]
0,82788182,Local_search,407.68035013214575,564,[13  7 13 14 16 13 11  9 11 15 17 21  8 13 16 23]
0,82788182,Simulated_annealing,691.9568621774793,352,[13  7 13  6  8 13  8  9  6 10 10 18  8 13 15 63]
0,82788182,Tabu_search,406.8207228738293,3185,[13  9 13 14 15 13 12  9 10 12 16 25  8 15 17 19]
0,38134219,Random_search,417.45745228086406,100,[15 11 15 14 15 16 13 10  9 14 13 19  9 16 16 15]
0,38134219,Local_search,424.3448315596187,429,[12  9 13 12 12 14 11  9 15 17 18 20  8 13 16 21]
0,38134219,Simulated_annealing,700.9768938101406,366,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 15 64]
0,38134219,Tabu_search,399.50514271548576,3189,[14 10 13 14 16 13 11  9 11 14 15 23 10 13 16 18]
0,91879617,Random_search,417.0891549879016,100,[11 13 14 16 16 14 16 10 13 12 12 19  9 14 16 15]
0,91879617,Local_search,414.5098949085572,439,[13  8 13 12 15 13 11  9 10 17 16 24  8 13 19 19]
0,91879617,Simulated_annealing,676.9778304021888,398,[13  7 13  6  8 13  8  9  6 10 10 18  8 13 17 61]
0,91879617,Tabu_search,402.3712855005847,3191,[13  9 13 14 14 14 12 11 11 13 17 23  8 13 16 19]
0,32908766,Random_search,415.8171497419603,100,[11 13 14 12 14 14 13 15 11 16 14 19  9 14 16 15]
0,32908766,Local_search,428.9316842685923,423,[12  9 13 13 12 13 12  9 14 17 17 20  8 13 19 19]
0,32908766,Simulated_annealing,700.9768938101406,334,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 15 64]
0,32908766,Tabu_search,396.0603898190804,3161,[ 9 11 13 14 16 13 12 13 11 13 17 24  8 13 16 17]
0,89914159,Random_search,410.4170093965211,100,[10 12 14 14 17 14 10 12 10 18 13 19 10 14 16 17]
0,89914159,Local_search,429.43676920563814,577,[12  7 13 14 12 13 11  9 14 15 20 20  8 13 19 20]
0,89914159,Simulated_annealing,700.9768938101406,357,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 15 64]
0,89914159,Tabu_search,423.3984779491691,3186,[13  9 13 10 14 14 16 10 10 16 14 21 10 13 19 18]
0,92383803,Random_search,415.9583400612745,100,[15 12 16 12 16 14 11 10 14 11 16 19  9 14 16 15]
0,92383803,Local_search,414.2108328811665,615,[10  7 13 13 16 13 12 11 10 14 16 23  8 13 19 22]
0,92383803,Simulated_annealing,719.6971983746898,385,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 15 66]
0,92383803,Tabu_search,407.89071207446943,3188,[12  9 13 14 15 14 13 10 10 14 14 22  8 15 17 20]
0,5713847,Random_search,413.0259002708729,100,[15 11 14 15 15 14 12 10  9 14 17 19  9 14 16 16]
0,5713847,Local_search,424.5253960891696,1108,[ 9  8 13 14 13 13 10 11 12 14 20 20  8 13 16 26]
0,5713847,Simulated_annealing,731.8287694421822,372,[ 9  7 13  6  8 13  8  9  6 10 10 18  8 13 15 67]
0,5713847,Tabu_search,418.9764337781737,3152,[12  7 15 13 14 14 12 15 11 14 16 22 10 14 15 16]
0,35628884,Random_search,415.15024019115265,100,[12 11 16 14 16 14 15 11 12 12 11 19 10 14 16 17]
0,35628884,Local_search,410.754444008969,438,[14  7 13 14 14 13 12  9 10 17 16 25  8 13 19 16]
0,35628884,Simulated_annealing,680.8811777031481,350,[14  7 13  6  8 13  8  9  6 10 10 18  8 13 15 62]
0,35628884,Tabu_search,394.35747998635765,3186,[10 10 13 14 17 13 12 11 11 13 17 24  8 13 16 18]
0,36269716,Random_search,417.111543586266,100,[12 12 16 12 17 14 11 10 10 15 13 19 12 15 16 16]
0,36269716,Local_search,415.3093290959685,732,[12  7 13 13 16 13 10 10 11 14 16 20  8 13 16 28]
0,36269716,Simulated_annealing,700.9768938101406,422,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 15 64]
0,36269716,Tabu_search,408.977187681653,3191,[12  9 13 14 16 13 12  9 10 12 16 20  8 13 19 24]
0,87902734,Random_search,411.17628398098924,100,[14 12 15 15 14 15 12 10 10 13 15 19 11 14 16 15]
0,87902734,Local_search,419.5140335560084,610,[11  8 13 14 12 13 10  9 16 14 20 24  8 13 16 19]
0,87902734,Simulated_annealing,698.5808563147792,415,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 17 63]
0,87902734,Tabu_search,397.46276854135374,3194,[11 12 13 13 16 13 12 11 11 13 17 22 10 13 16 17]
0,183888863,Random_search,406.6474503470116,100,[13 11 14 14 16 14 14 11 10 14 14 19 10 15 16 15]
0,183888863,Local_search,419.4555264979831,545,[15  7 13 14 14 13 11  9 10 12 16 22  8 13 19 24]
0,183888863,Simulated_annealing,669.8054932288169,298,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 15 61]
0,183888863,Tabu_search,416.5075062561928,3187,[15  7 13 14 16 13 11 14 10 12 14 20  8 13 19 21]
0,111591152,Random_search,416.82632027284114,100,[13  9 14 14 14 16 12 11 12 13 16 19 12 14 16 15]
0,111591152,Local_search,418.7171628421479,665,[12  7 13 14 13 13 12 12 10 14 16 22  8 13 19 22]
0,111591152,Simulated_annealing,696.5759830955973,402,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 16 63]
0,111591152,Tabu_search,417.0575007493479,3155,[12  8 13 12 14 14 12 11 10 14 16 23  8 13 19 21]
0,99872737,Random_search,412.02183088969764,100,[11 11 19 16 16 14 10 10 13 11 14 19 11 14 16 15]
0,99872737,Local_search,413.55932676507456,687,[11  8 13 14 16 13 12  9 10 13 17 20  8 13 19 24]
0,99872737,Simulated_annealing,710.6216337716162,350,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 15 65]
0,99872737,Tabu_search,399.7839465723156,3187,[11 12 13 14 16 13 12 11 11 12 15 20  8 13 16 23]
0,24537277,Random_search,412.1674978798267,100,[12 11 15 16 15 14 14 15 12 11 12 19  9 14 16 15]
0,24537277,Local_search,414.04916769790196,628,[17  7 13 14 15 13 12  9 10 12 15 24  8 13 18 20]
0,24537277,Simulated_annealing,643.2865566509013,395,[17  7 13  6  8 13  8  9  6 10 10 18  8 13 17 57]
0,24537277,Tabu_search,404.200076444535,3183,[12 10 13 14 14 14 13 12 11 13 17 21  9 14 16 17]
0,55371901,Random_search,417.3309381758409,100,[12 13 14 12 15 14 12 12 13 16 12 19 11 14 16 15]
0,55371901,Local_search,409.65022401820096,536,[10  9 13 13 14 13 11 14 11 14 17 24  8 13 16 20]
0,55371901,Simulated_annealing,719.6971983746898,376,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 15 66]
0,55371901,Tabu_search,400.2859180188937,3192,[10  8 13 14 16 13 12 12 11 14 17 23  8 13 16 20]
0,71345022,Random_search,415.11829467346706,100,[10 12 14 13 17 17 12 13 12 12 12 19 12 14 16 15]
0,71345022,Local_search,410.2623792105843,849,[15  7 13 14 16 14 11  9 10 12 16 24  8 13 19 19]
0,71345022,Simulated_annealing,669.8054932288169,379,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 15 61]
0,71345022,Tabu_search,403.4761514863583,3191,[11  9 13 13 15 13 12 12 11 14 17 23  8 13 16 20]
0,159334966,Random_search,414.35501411320877,100,[11 11 16 15 18 14 10 14 10 14 12 19 10 14 17 15]
0,159334966,Local_search,398.71058103533557,451,[11 11 13 14 16 13 12 11 11 12 17 20  8 13 16 22]
0,159334966,Simulated_annealing,710.6216337716162,410,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 15 65]
0,159334966,Tabu_search,402.05947372869196,3176,[11 11 14 14 16 14 14 11 10 13 16 19  8 13 18 18]
0,46530386,Random_search,416.47284143414436,100,[10  9 14 15 14 15 14 15 12 13 16 19  9 14 16 15]
0,46530386,Local_search,410.5759308727076,469,[10  7 13 14 15 13 12 13 11 14 17 21  8 13 17 22]
0,46530386,Simulated_annealing,707.22854241678,439,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 17 64]
0,46530386,Tabu_search,405.7410831938502,3180,[13  8 13 13 15 14 12 10 11 14 17 22  8 13 16 21]
0,149245360,Random_search,423.00204772718223,100,[11  9 14 14 14 15 13 14 13 13 15 19  9 14 17 16]
0,149245360,Local_search,401.93973494524613,647,[12  8 13 14 16 13 12 10 11 14 17 21  8 13 16 22]
0,149245360,Simulated_annealing,700.9768938101406,339,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 15 64]
0,149245360,Tabu_search,398.6339844942881,3185,[12 10 13 14 16 13 12 10 11 13 17 21  9 13 16 20]
0,153204503,Random_search,417.2904326311435,100,[11 10 14 15 15 14 11 11 10 13 15 19 14 14 18 16]
0,153204503,Local_search,431.0031629599706,728,[13  7 13 14 11 13 10 10 14 14 20 20  8 13 16 24]
0,153204503,Simulated_annealing,691.9568621774793,375,[13  7 13  6  8 13  8  9  6 10 10 18  8 13 15 63]
0,153204503,Tabu_search,417.67939209073603,3180,[15  8 13 12 14 14 15  9 10 14 15 22 10 13 19 17]
0,149432010,Random_search,422.8478595964746,100,[14 13 14 12 17 14 10 10 12 13 12 19 12 14 16 18]
0,149432010,Local_search,417.4426981358539,609,[16  7 13 14 13 13 11  9 11 14 15 21  8 13 16 26]
0,149432010,Simulated_annealing,663.1765146581573,319,[16  7 13  6  8 13  8  9  6 10 10 18  8 13 15 60]
0,149432010,Tabu_search,406.05045375130936,3185,[10 10 14 14 16 14 14 11 10 14 16 19  9 14 18 17]
0,68352747,Random_search,410.8950604845166,100,[14 13 15 15 16 15 13 11  9 11 15 19  9 14 16 15]
0,68352747,Local_search,402.9379568129582,840,[12  8 13 14 15 13 12 11 11 13 17 24  8 13 16 20]
0,68352747,Simulated_annealing,687.715914373544,478,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 17 62]
0,68352747,Tabu_search,397.70268122855873,3194,[12 11 13 14 15 13 12 11 11 13 17 22  8 13 16 19]
0,133227682,Random_search,415.99526188266253,100,[15 11 18 15 15 14 11 10 11 11 13 19 10 14 18 15]
0,133227682,Local_search,423.35444810019595,603,[11  7 13 13 13 13 12 13 10 14 16 23  8 13 19 22]
0,133227682,Simulated_annealing,710.6216337716162,365,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 15 65]
0,133227682,Tabu_search,414.4757175010233,3189,[16 11 13 14 14 13 12  9 10 14 15 19 11 14 17 18]
0,193041161,Random_search,410.31892411707156,100,[12 10 14 14 17 14 12 10 10 14 14 19 12 14 17 17]
0,193041161,Local_search,410.27305535569326,600,[ 9  7 13 14 16 13 12 12 10 16 16 25  8 13 19 17]
0,193041161,Simulated_annealing,731.8287694421822,350,[ 9  7 13  6  8 13  8  9  6 10 10 18  8 13 15 67]
0,193041161,Tabu_search,405.5400503033047,3175,[ 9  9 13 14 17 14 14 11 10 12 16 24  8 16 16 17]
0,93362948,Random_search,403.43050623498726,100,[10 12 14 13 18 14 15 10 12 13 15 19 10 14 16 15]
0,93362948,Local_search,424.767343733022,570,[14  7 13 12 14 13 11  9 10 14 16 22  8 13 19 25]
0,93362948,Simulated_annealing,680.8811777031481,277,[14  7 13  6  8 13  8  9  6 10 10 18  8 13 15 62]
0,93362948,Tabu_search,394.7582575158431,3186,[12 11 13 14 16 14 14 10 11 12 17 21 10 13 16 16]
0,122578989,Random_search,417.90828132321343,100,[ 9 11 14 15 15 14 11 13 12 14 16 19 12 14 16 15]
0,122578989,Local_search,411.5968625997421,818,[13  7 13 14 14 14 12 10 10 14 16 24  8 13 19 19]
0,122578989,Simulated_annealing,691.9568621774793,340,[13  7 13  6  8 13  8  9  6 10 10 18  8 13 15 63]
0,122578989,Tabu_search,406.85210488966806,3192,[16  9 13 14 16 13 11  9 11 13 14 20  8 13 16 24]
0,112455117,Random_search,409.10466168067916,100,[11 12 17 17 15 15 12 12 11 11 12 19 11 14 16 15]
0,112455117,Local_search,428.8362100597615,419,[12  9 13 14 13 13 11  9 13 12 17 20  8 13 19 24]
0,112455117,Simulated_annealing,700.9768938101406,334,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 15 64]
0,112455117,Tabu_search,416.2546311379346,3196,[12  9 13 14 14 13 11  9 13 16 16 20  8 13 16 23]
0,163343318,Random_search,409.5090041989226,100,[12 11 14 16 16 14 10 11 11 13 15 19 12 14 16 16]
0,163343318,Local_search,397.8868116162613,832,[12  9 13 14 16 13 12 10 11 13 17 23  8 13 16 20]
0,163343318,Simulated_annealing,700.9768938101406,351,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 15 64]
0,163343318,Tabu_search,395.6417764006551,3178,[12 10 13 14 16 13 12 10 11 13 17 23  8 13 16 19]
0,122369798,Random_search,414.7739673449501,100,[11 11 14 14 18 15 11 15 11 11 14 19 11 14 16 15]
0,122369798,Local_search,421.6812267170212,495,[11  7 13 13 14 13 12 12 10 14 16 21  8 13 19 24]
0,122369798,Simulated_annealing,698.5808563147792,398,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 17 63]
0,122369798,Tabu_search,414.7566368046701,3171,[16  8 13 14 14 13 11  9 11 12 16 20  9 13 16 25]
0,168728911,Random_search,405.829952835665,100,[13 11 14 15 17 16 11 10 11 13 15 19 10 14 16 15]
0,168728911,Local_search,419.4302227715038,639,[16 10 13 13 13 13 12  9 10 14 16 19  8 13 19 22]
0,168728911,Simulated_annealing,663.1765146581573,401,[16  7 13  6  8 13  8  9  6 10 10 18  8 13 15 60]
0,168728911,Tabu_search,414.5753338100771,3194,[16  9 13 14 13 13 12  9 10 12 15 23  8 13 19 21]
0,170256662,Random_search,417.9629854286933,100,[17 11 14 14 14 14 11 10 14 11 15 19 10 14 16 16]
0,170256662,Local_search,405.0515553274333,692,[12  9 13 14 14 14 12 12 11 13 17 21  8 13 16 21]
0,170256662,Simulated_annealing,700.9768938101406,446,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 15 64]
0,170256662,Tabu_search,399.1191962973913,3178,[12 11 13 14 15 13 12 11 11 12 17 22  8 13 16 20]
0,175355752,Random_search,415.8617150287412,100,[14 14 15 14 15 14 10 10  9 15 16 19 10 14 16 15]
0,175355752,Local_search,429.02235030768543,659,[11  8 13 10 12 13 12 15 11 19 17 24  8 13 16 18]
0,175355752,Simulated_annealing,710.6216337716162,338,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 15 65]
0,175355752,Tabu_search,397.97123822691395,3183,[12 12 13 14 16 14 12 10 11 13 16 20 12 14 15 16]
0,188281183,Random_search,414.6952698779388,100,[14 10 16 16 14 16 14 10 10 13 14 19  9 14 16 15]
0,188281183,Local_search,405.1905999012625,189,[13  9 13 14 16 13 12 19 11 12 12 20  8 13 16 19]
0,188281183,Simulated_annealing,676.9778304021888,416,[13  7 13  6  8 13  8  9  6 10 10 18  8 13 17 61]
0,188281183,Tabu_search,396.280281379078,3198,[ 9  9 14 14 17 14 12 12 11 13 17 24  8 13 16 17]
